pre,post,mask
tiles\images\EARTHQUAKE-TURKEY_004606_pre.png,tiles\images\EARTHQUAKE-TURKEY_004606_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004606_class.png
tiles\images\EARTHQUAKE-TURKEY_016038_pre.png,tiles\images\EARTHQUAKE-TURKEY_016038_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016038_class.png
tiles\images\EARTHQUAKE-TURKEY_016572_pre.png,tiles\images\EARTHQUAKE-TURKEY_016572_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016572_class.png
tiles\images\EARTHQUAKE-TURKEY_000092_pre.png,tiles\images\EARTHQUAKE-TURKEY_000092_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000092_class.png
tiles\images\EARTHQUAKE-TURKEY_008382_pre.png,tiles\images\EARTHQUAKE-TURKEY_008382_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008382_class.png
tiles\images\EARTHQUAKE-TURKEY_011124_pre.png,tiles\images\EARTHQUAKE-TURKEY_011124_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011124_class.png
tiles\images\EARTHQUAKE-TURKEY_011336_pre.png,tiles\images\EARTHQUAKE-TURKEY_011336_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011336_class.png
tiles\images\EARTHQUAKE-TURKEY_012579_pre.png,tiles\images\EARTHQUAKE-TURKEY_012579_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012579_class.png
tiles\images\EARTHQUAKE-TURKEY_004537_pre.png,tiles\images\EARTHQUAKE-TURKEY_004537_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004537_class.png
tiles\images\EARTHQUAKE-TURKEY_007678_pre.png,tiles\images\EARTHQUAKE-TURKEY_007678_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007678_class.png
tiles\images\EARTHQUAKE-TURKEY_000703_pre.png,tiles\images\EARTHQUAKE-TURKEY_000703_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000703_class.png
tiles\images\EARTHQUAKE-TURKEY_010119_pre.png,tiles\images\EARTHQUAKE-TURKEY_010119_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010119_class.png
tiles\images\EARTHQUAKE-TURKEY_004135_pre.png,tiles\images\EARTHQUAKE-TURKEY_004135_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004135_class.png
tiles\images\EARTHQUAKE-TURKEY_007889_pre.png,tiles\images\EARTHQUAKE-TURKEY_007889_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007889_class.png
tiles\images\EARTHQUAKE-TURKEY_013768_pre.png,tiles\images\EARTHQUAKE-TURKEY_013768_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013768_class.png
tiles\images\EARTHQUAKE-TURKEY_004085_pre.png,tiles\images\EARTHQUAKE-TURKEY_004085_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004085_class.png
tiles\images\EARTHQUAKE-TURKEY_000554_pre.png,tiles\images\EARTHQUAKE-TURKEY_000554_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000554_class.png
tiles\images\EARTHQUAKE-TURKEY_016791_pre.png,tiles\images\EARTHQUAKE-TURKEY_016791_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016791_class.png
tiles\images\EARTHQUAKE-TURKEY_009482_pre.png,tiles\images\EARTHQUAKE-TURKEY_009482_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009482_class.png
tiles\images\EARTHQUAKE-TURKEY_012577_pre.png,tiles\images\EARTHQUAKE-TURKEY_012577_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012577_class.png
tiles\images\EARTHQUAKE-TURKEY_017564_pre.png,tiles\images\EARTHQUAKE-TURKEY_017564_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017564_class.png
tiles\images\EARTHQUAKE-TURKEY_008947_pre.png,tiles\images\EARTHQUAKE-TURKEY_008947_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008947_class.png
tiles\images\EARTHQUAKE-TURKEY_006644_pre.png,tiles\images\EARTHQUAKE-TURKEY_006644_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006644_class.png
tiles\images\EARTHQUAKE-TURKEY_004524_pre.png,tiles\images\EARTHQUAKE-TURKEY_004524_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004524_class.png
tiles\images\EARTHQUAKE-TURKEY_004062_pre.png,tiles\images\EARTHQUAKE-TURKEY_004062_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004062_class.png
tiles\images\EARTHQUAKE-TURKEY_013517_pre.png,tiles\images\EARTHQUAKE-TURKEY_013517_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013517_class.png
tiles\images\EARTHQUAKE-TURKEY_000317_pre.png,tiles\images\EARTHQUAKE-TURKEY_000317_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000317_class.png
tiles\images\EARTHQUAKE-TURKEY_004900_pre.png,tiles\images\EARTHQUAKE-TURKEY_004900_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004900_class.png
tiles\images\EARTHQUAKE-TURKEY_001908_pre.png,tiles\images\EARTHQUAKE-TURKEY_001908_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001908_class.png
tiles\images\EARTHQUAKE-TURKEY_017990_pre.png,tiles\images\EARTHQUAKE-TURKEY_017990_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017990_class.png
tiles\images\EARTHQUAKE-TURKEY_002153_pre.png,tiles\images\EARTHQUAKE-TURKEY_002153_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002153_class.png
tiles\images\EARTHQUAKE-TURKEY_011736_pre.png,tiles\images\EARTHQUAKE-TURKEY_011736_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011736_class.png
tiles\images\EARTHQUAKE-TURKEY_017633_pre.png,tiles\images\EARTHQUAKE-TURKEY_017633_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017633_class.png
tiles\images\EARTHQUAKE-TURKEY_015940_pre.png,tiles\images\EARTHQUAKE-TURKEY_015940_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015940_class.png
tiles\images\EARTHQUAKE-TURKEY_008997_pre.png,tiles\images\EARTHQUAKE-TURKEY_008997_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008997_class.png
tiles\images\EARTHQUAKE-TURKEY_016260_pre.png,tiles\images\EARTHQUAKE-TURKEY_016260_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016260_class.png
tiles\images\EARTHQUAKE-TURKEY_014678_pre.png,tiles\images\EARTHQUAKE-TURKEY_014678_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014678_class.png
tiles\images\EARTHQUAKE-TURKEY_015545_pre.png,tiles\images\EARTHQUAKE-TURKEY_015545_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015545_class.png
tiles\images\EARTHQUAKE-TURKEY_003078_pre.png,tiles\images\EARTHQUAKE-TURKEY_003078_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003078_class.png
tiles\images\EARTHQUAKE-TURKEY_015189_pre.png,tiles\images\EARTHQUAKE-TURKEY_015189_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015189_class.png
tiles\images\EARTHQUAKE-TURKEY_006159_pre.png,tiles\images\EARTHQUAKE-TURKEY_006159_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006159_class.png
tiles\images\EARTHQUAKE-TURKEY_010592_pre.png,tiles\images\EARTHQUAKE-TURKEY_010592_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010592_class.png
tiles\images\EARTHQUAKE-TURKEY_004332_pre.png,tiles\images\EARTHQUAKE-TURKEY_004332_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004332_class.png
tiles\images\EARTHQUAKE-TURKEY_008077_pre.png,tiles\images\EARTHQUAKE-TURKEY_008077_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008077_class.png
tiles\images\EARTHQUAKE-TURKEY_006700_pre.png,tiles\images\EARTHQUAKE-TURKEY_006700_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006700_class.png
tiles\images\EARTHQUAKE-TURKEY_005478_pre.png,tiles\images\EARTHQUAKE-TURKEY_005478_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005478_class.png
tiles\images\EARTHQUAKE-TURKEY_016201_pre.png,tiles\images\EARTHQUAKE-TURKEY_016201_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016201_class.png
tiles\images\EARTHQUAKE-TURKEY_006979_pre.png,tiles\images\EARTHQUAKE-TURKEY_006979_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006979_class.png
tiles\images\EARTHQUAKE-TURKEY_015739_pre.png,tiles\images\EARTHQUAKE-TURKEY_015739_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015739_class.png
tiles\images\EARTHQUAKE-TURKEY_010414_pre.png,tiles\images\EARTHQUAKE-TURKEY_010414_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010414_class.png
tiles\images\EARTHQUAKE-TURKEY_017867_pre.png,tiles\images\EARTHQUAKE-TURKEY_017867_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017867_class.png
tiles\images\EARTHQUAKE-TURKEY_002615_pre.png,tiles\images\EARTHQUAKE-TURKEY_002615_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002615_class.png
tiles\images\EARTHQUAKE-TURKEY_009015_pre.png,tiles\images\EARTHQUAKE-TURKEY_009015_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009015_class.png
tiles\images\EARTHQUAKE-TURKEY_004124_pre.png,tiles\images\EARTHQUAKE-TURKEY_004124_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004124_class.png
tiles\images\EARTHQUAKE-TURKEY_009935_pre.png,tiles\images\EARTHQUAKE-TURKEY_009935_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009935_class.png
tiles\images\EARTHQUAKE-TURKEY_009666_pre.png,tiles\images\EARTHQUAKE-TURKEY_009666_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009666_class.png
tiles\images\EARTHQUAKE-TURKEY_016192_pre.png,tiles\images\EARTHQUAKE-TURKEY_016192_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016192_class.png
tiles\images\EARTHQUAKE-TURKEY_012111_pre.png,tiles\images\EARTHQUAKE-TURKEY_012111_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012111_class.png
tiles\images\EARTHQUAKE-TURKEY_009588_pre.png,tiles\images\EARTHQUAKE-TURKEY_009588_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009588_class.png
tiles\images\EARTHQUAKE-TURKEY_003750_pre.png,tiles\images\EARTHQUAKE-TURKEY_003750_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003750_class.png
tiles\images\EARTHQUAKE-TURKEY_017412_pre.png,tiles\images\EARTHQUAKE-TURKEY_017412_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017412_class.png
tiles\images\EARTHQUAKE-TURKEY_008609_pre.png,tiles\images\EARTHQUAKE-TURKEY_008609_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008609_class.png
tiles\images\EARTHQUAKE-TURKEY_010451_pre.png,tiles\images\EARTHQUAKE-TURKEY_010451_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010451_class.png
tiles\images\EARTHQUAKE-TURKEY_008400_pre.png,tiles\images\EARTHQUAKE-TURKEY_008400_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008400_class.png
tiles\images\EARTHQUAKE-TURKEY_014415_pre.png,tiles\images\EARTHQUAKE-TURKEY_014415_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014415_class.png
tiles\images\EARTHQUAKE-TURKEY_007324_pre.png,tiles\images\EARTHQUAKE-TURKEY_007324_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007324_class.png
tiles\images\EARTHQUAKE-TURKEY_011347_pre.png,tiles\images\EARTHQUAKE-TURKEY_011347_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011347_class.png
tiles\images\EARTHQUAKE-TURKEY_008073_pre.png,tiles\images\EARTHQUAKE-TURKEY_008073_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008073_class.png
tiles\images\EARTHQUAKE-TURKEY_002303_pre.png,tiles\images\EARTHQUAKE-TURKEY_002303_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002303_class.png
tiles\images\EARTHQUAKE-TURKEY_003487_pre.png,tiles\images\EARTHQUAKE-TURKEY_003487_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003487_class.png
tiles\images\EARTHQUAKE-TURKEY_008957_pre.png,tiles\images\EARTHQUAKE-TURKEY_008957_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008957_class.png
tiles\images\EARTHQUAKE-TURKEY_009060_pre.png,tiles\images\EARTHQUAKE-TURKEY_009060_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009060_class.png
tiles\images\EARTHQUAKE-TURKEY_007650_pre.png,tiles\images\EARTHQUAKE-TURKEY_007650_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007650_class.png
tiles\images\EARTHQUAKE-TURKEY_003538_pre.png,tiles\images\EARTHQUAKE-TURKEY_003538_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003538_class.png
tiles\images\EARTHQUAKE-TURKEY_011479_pre.png,tiles\images\EARTHQUAKE-TURKEY_011479_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011479_class.png
tiles\images\EARTHQUAKE-TURKEY_000784_pre.png,tiles\images\EARTHQUAKE-TURKEY_000784_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000784_class.png
tiles\images\EARTHQUAKE-TURKEY_002675_pre.png,tiles\images\EARTHQUAKE-TURKEY_002675_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002675_class.png
tiles\images\EARTHQUAKE-TURKEY_013935_pre.png,tiles\images\EARTHQUAKE-TURKEY_013935_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013935_class.png
tiles\images\EARTHQUAKE-TURKEY_005576_pre.png,tiles\images\EARTHQUAKE-TURKEY_005576_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005576_class.png
tiles\images\EARTHQUAKE-TURKEY_008360_pre.png,tiles\images\EARTHQUAKE-TURKEY_008360_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008360_class.png
tiles\images\EARTHQUAKE-TURKEY_006682_pre.png,tiles\images\EARTHQUAKE-TURKEY_006682_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006682_class.png
tiles\images\EXTRA_009_pre.png,tiles\images\EXTRA_009_post.png,pseudo_labels\masks\EXTRA_009_class.png
tiles\images\EARTHQUAKE-TURKEY_016810_pre.png,tiles\images\EARTHQUAKE-TURKEY_016810_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016810_class.png
tiles\images\EARTHQUAKE-TURKEY_003796_pre.png,tiles\images\EARTHQUAKE-TURKEY_003796_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003796_class.png
tiles\images\EARTHQUAKE-TURKEY_003508_pre.png,tiles\images\EARTHQUAKE-TURKEY_003508_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003508_class.png
tiles\images\EARTHQUAKE-TURKEY_000622_pre.png,tiles\images\EARTHQUAKE-TURKEY_000622_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000622_class.png
tiles\images\EARTHQUAKE-TURKEY_016032_pre.png,tiles\images\EARTHQUAKE-TURKEY_016032_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016032_class.png
tiles\images\EARTHQUAKE-TURKEY_009286_pre.png,tiles\images\EARTHQUAKE-TURKEY_009286_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009286_class.png
tiles\images\EARTHQUAKE-TURKEY_000804_pre.png,tiles\images\EARTHQUAKE-TURKEY_000804_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000804_class.png
tiles\images\EARTHQUAKE-TURKEY_010999_pre.png,tiles\images\EARTHQUAKE-TURKEY_010999_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010999_class.png
tiles\images\EARTHQUAKE-TURKEY_005391_pre.png,tiles\images\EARTHQUAKE-TURKEY_005391_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005391_class.png
tiles\images\EARTHQUAKE-TURKEY_015477_pre.png,tiles\images\EARTHQUAKE-TURKEY_015477_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015477_class.png
tiles\images\EARTHQUAKE-TURKEY_012417_pre.png,tiles\images\EARTHQUAKE-TURKEY_012417_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012417_class.png
tiles\images\EARTHQUAKE-TURKEY_016065_pre.png,tiles\images\EARTHQUAKE-TURKEY_016065_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016065_class.png
tiles\images\EARTHQUAKE-TURKEY_010135_pre.png,tiles\images\EARTHQUAKE-TURKEY_010135_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010135_class.png
tiles\images\EARTHQUAKE-TURKEY_010162_pre.png,tiles\images\EARTHQUAKE-TURKEY_010162_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010162_class.png
tiles\images\EARTHQUAKE-TURKEY_014566_pre.png,tiles\images\EARTHQUAKE-TURKEY_014566_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014566_class.png
tiles\images\EARTHQUAKE-TURKEY_016558_pre.png,tiles\images\EARTHQUAKE-TURKEY_016558_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016558_class.png
tiles\images\EARTHQUAKE-TURKEY_012396_pre.png,tiles\images\EARTHQUAKE-TURKEY_012396_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012396_class.png
tiles\images\EARTHQUAKE-TURKEY_003345_pre.png,tiles\images\EARTHQUAKE-TURKEY_003345_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003345_class.png
tiles\images\EARTHQUAKE-TURKEY_006099_pre.png,tiles\images\EARTHQUAKE-TURKEY_006099_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006099_class.png
tiles\images\EARTHQUAKE-TURKEY_009038_pre.png,tiles\images\EARTHQUAKE-TURKEY_009038_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009038_class.png
tiles\images\EARTHQUAKE-TURKEY_015158_pre.png,tiles\images\EARTHQUAKE-TURKEY_015158_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015158_class.png
tiles\images\EARTHQUAKE-TURKEY_009401_pre.png,tiles\images\EARTHQUAKE-TURKEY_009401_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009401_class.png
tiles\images\EARTHQUAKE-TURKEY_011598_pre.png,tiles\images\EARTHQUAKE-TURKEY_011598_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011598_class.png
tiles\images\EARTHQUAKE-TURKEY_014913_pre.png,tiles\images\EARTHQUAKE-TURKEY_014913_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014913_class.png
tiles\images\EARTHQUAKE-TURKEY_015250_pre.png,tiles\images\EARTHQUAKE-TURKEY_015250_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015250_class.png
tiles\images\EARTHQUAKE-TURKEY_002181_pre.png,tiles\images\EARTHQUAKE-TURKEY_002181_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002181_class.png
tiles\images\EARTHQUAKE-TURKEY_003248_pre.png,tiles\images\EARTHQUAKE-TURKEY_003248_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003248_class.png
tiles\images\EARTHQUAKE-TURKEY_016052_pre.png,tiles\images\EARTHQUAKE-TURKEY_016052_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016052_class.png
tiles\images\EARTHQUAKE-TURKEY_004457_pre.png,tiles\images\EARTHQUAKE-TURKEY_004457_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004457_class.png
tiles\images\EARTHQUAKE-TURKEY_001697_pre.png,tiles\images\EARTHQUAKE-TURKEY_001697_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001697_class.png
tiles\images\EARTHQUAKE-TURKEY_010267_pre.png,tiles\images\EARTHQUAKE-TURKEY_010267_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010267_class.png
tiles\images\EARTHQUAKE-TURKEY_009031_pre.png,tiles\images\EARTHQUAKE-TURKEY_009031_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009031_class.png
tiles\images\EARTHQUAKE-TURKEY_011191_pre.png,tiles\images\EARTHQUAKE-TURKEY_011191_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011191_class.png
tiles\images\EARTHQUAKE-TURKEY_012101_pre.png,tiles\images\EARTHQUAKE-TURKEY_012101_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012101_class.png
tiles\images\EARTHQUAKE-TURKEY_013356_pre.png,tiles\images\EARTHQUAKE-TURKEY_013356_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013356_class.png
tiles\images\EARTHQUAKE-TURKEY_017386_pre.png,tiles\images\EARTHQUAKE-TURKEY_017386_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017386_class.png
tiles\images\EARTHQUAKE-TURKEY_001818_pre.png,tiles\images\EARTHQUAKE-TURKEY_001818_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001818_class.png
tiles\images\EARTHQUAKE-TURKEY_005708_pre.png,tiles\images\EARTHQUAKE-TURKEY_005708_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005708_class.png
tiles\images\EARTHQUAKE-TURKEY_014675_pre.png,tiles\images\EARTHQUAKE-TURKEY_014675_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014675_class.png
tiles\images\EARTHQUAKE-TURKEY_015339_pre.png,tiles\images\EARTHQUAKE-TURKEY_015339_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015339_class.png
tiles\images\EARTHQUAKE-TURKEY_009745_pre.png,tiles\images\EARTHQUAKE-TURKEY_009745_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009745_class.png
tiles\images\EARTHQUAKE-TURKEY_016886_pre.png,tiles\images\EARTHQUAKE-TURKEY_016886_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016886_class.png
tiles\images\EARTHQUAKE-TURKEY_013274_pre.png,tiles\images\EARTHQUAKE-TURKEY_013274_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013274_class.png
tiles\images\EARTHQUAKE-TURKEY_014315_pre.png,tiles\images\EARTHQUAKE-TURKEY_014315_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014315_class.png
tiles\images\EARTHQUAKE-TURKEY_004666_pre.png,tiles\images\EARTHQUAKE-TURKEY_004666_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004666_class.png
tiles\images\EARTHQUAKE-TURKEY_013178_pre.png,tiles\images\EARTHQUAKE-TURKEY_013178_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013178_class.png
tiles\images\EARTHQUAKE-TURKEY_001402_pre.png,tiles\images\EARTHQUAKE-TURKEY_001402_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001402_class.png
tiles\images\EARTHQUAKE-TURKEY_009790_pre.png,tiles\images\EARTHQUAKE-TURKEY_009790_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009790_class.png
tiles\images\EARTHQUAKE-TURKEY_004621_pre.png,tiles\images\EARTHQUAKE-TURKEY_004621_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004621_class.png
tiles\images\EARTHQUAKE-TURKEY_001132_pre.png,tiles\images\EARTHQUAKE-TURKEY_001132_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001132_class.png
tiles\images\EARTHQUAKE-TURKEY_009757_pre.png,tiles\images\EARTHQUAKE-TURKEY_009757_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009757_class.png
tiles\images\EARTHQUAKE-TURKEY_012443_pre.png,tiles\images\EARTHQUAKE-TURKEY_012443_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012443_class.png
tiles\images\EARTHQUAKE-TURKEY_004584_pre.png,tiles\images\EARTHQUAKE-TURKEY_004584_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004584_class.png
tiles\images\EARTHQUAKE-TURKEY_013052_pre.png,tiles\images\EARTHQUAKE-TURKEY_013052_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013052_class.png
tiles\images\EARTHQUAKE-TURKEY_008118_pre.png,tiles\images\EARTHQUAKE-TURKEY_008118_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008118_class.png
tiles\images\EARTHQUAKE-TURKEY_014672_pre.png,tiles\images\EARTHQUAKE-TURKEY_014672_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014672_class.png
tiles\images\EARTHQUAKE-TURKEY_009064_pre.png,tiles\images\EARTHQUAKE-TURKEY_009064_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009064_class.png
tiles\images\EARTHQUAKE-TURKEY_015290_pre.png,tiles\images\EARTHQUAKE-TURKEY_015290_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015290_class.png
tiles\images\EARTHQUAKE-TURKEY_011671_pre.png,tiles\images\EARTHQUAKE-TURKEY_011671_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011671_class.png
tiles\images\EARTHQUAKE-TURKEY_003627_pre.png,tiles\images\EARTHQUAKE-TURKEY_003627_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003627_class.png
tiles\images\EARTHQUAKE-TURKEY_003074_pre.png,tiles\images\EARTHQUAKE-TURKEY_003074_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003074_class.png
tiles\images\EARTHQUAKE-TURKEY_005459_pre.png,tiles\images\EARTHQUAKE-TURKEY_005459_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005459_class.png
tiles\images\EARTHQUAKE-TURKEY_006570_pre.png,tiles\images\EARTHQUAKE-TURKEY_006570_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006570_class.png
tiles\images\EARTHQUAKE-TURKEY_003104_pre.png,tiles\images\EARTHQUAKE-TURKEY_003104_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003104_class.png
tiles\images\EARTHQUAKE-TURKEY_004286_pre.png,tiles\images\EARTHQUAKE-TURKEY_004286_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004286_class.png
tiles\images\EARTHQUAKE-TURKEY_004811_pre.png,tiles\images\EARTHQUAKE-TURKEY_004811_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004811_class.png
tiles\images\EARTHQUAKE-TURKEY_000738_pre.png,tiles\images\EARTHQUAKE-TURKEY_000738_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000738_class.png
tiles\images\EARTHQUAKE-TURKEY_001998_pre.png,tiles\images\EARTHQUAKE-TURKEY_001998_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001998_class.png
