pre,post,mask
tiles/images\EARTHQUAKE-TURKEY_009829_pre.png,tiles/images\EARTHQUAKE-TURKEY_009829_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009829_class.png
tiles/images\EARTHQUAKE-TURKEY_009862_pre.png,tiles/images\EARTHQUAKE-TURKEY_009862_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009862_class.png
tiles/images\EARTHQUAKE-TURKEY_009924_pre.png,tiles/images\EARTHQUAKE-TURKEY_009924_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009924_class.png
tiles/images\EARTHQUAKE-TURKEY_009935_pre.png,tiles/images\EARTHQUAKE-TURKEY_009935_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009935_class.png
tiles/images\EARTHQUAKE-TURKEY_009946_pre.png,tiles/images\EARTHQUAKE-TURKEY_009946_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009946_class.png
tiles/images\EARTHQUAKE-TURKEY_009951_pre.png,tiles/images\EARTHQUAKE-TURKEY_009951_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009951_class.png
tiles/images\EARTHQUAKE-TURKEY_009980_pre.png,tiles/images\EARTHQUAKE-TURKEY_009980_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009980_class.png
tiles/images\EARTHQUAKE-TURKEY_010021_pre.png,tiles/images\EARTHQUAKE-TURKEY_010021_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010021_class.png
tiles/images\EARTHQUAKE-TURKEY_010027_pre.png,tiles/images\EARTHQUAKE-TURKEY_010027_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010027_class.png
tiles/images\EARTHQUAKE-TURKEY_010050_pre.png,tiles/images\EARTHQUAKE-TURKEY_010050_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010050_class.png
tiles/images\EARTHQUAKE-TURKEY_010055_pre.png,tiles/images\EARTHQUAKE-TURKEY_010055_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010055_class.png
tiles/images\EARTHQUAKE-TURKEY_010089_pre.png,tiles/images\EARTHQUAKE-TURKEY_010089_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010089_class.png
tiles/images\EARTHQUAKE-TURKEY_010119_pre.png,tiles/images\EARTHQUAKE-TURKEY_010119_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010119_class.png
tiles/images\EARTHQUAKE-TURKEY_010135_pre.png,tiles/images\EARTHQUAKE-TURKEY_010135_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010135_class.png
tiles/images\EARTHQUAKE-TURKEY_010151_pre.png,tiles/images\EARTHQUAKE-TURKEY_010151_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010151_class.png
tiles/images\EARTHQUAKE-TURKEY_010172_pre.png,tiles/images\EARTHQUAKE-TURKEY_010172_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010172_class.png
tiles/images\EARTHQUAKE-TURKEY_010245_pre.png,tiles/images\EARTHQUAKE-TURKEY_010245_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010245_class.png
tiles/images\EARTHQUAKE-TURKEY_010267_pre.png,tiles/images\EARTHQUAKE-TURKEY_010267_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010267_class.png
tiles/images\EARTHQUAKE-TURKEY_010268_pre.png,tiles/images\EARTHQUAKE-TURKEY_010268_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010268_class.png
tiles/images\EARTHQUAKE-TURKEY_010287_pre.png,tiles/images\EARTHQUAKE-TURKEY_010287_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010287_class.png
tiles/images\EARTHQUAKE-TURKEY_010290_pre.png,tiles/images\EARTHQUAKE-TURKEY_010290_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010290_class.png
tiles/images\EARTHQUAKE-TURKEY_010337_pre.png,tiles/images\EARTHQUAKE-TURKEY_010337_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010337_class.png
tiles/images\EARTHQUAKE-TURKEY_010449_pre.png,tiles/images\EARTHQUAKE-TURKEY_010449_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010449_class.png
tiles/images\EARTHQUAKE-TURKEY_010451_pre.png,tiles/images\EARTHQUAKE-TURKEY_010451_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010451_class.png
tiles/images\EARTHQUAKE-TURKEY_010518_pre.png,tiles/images\EARTHQUAKE-TURKEY_010518_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010518_class.png
tiles/images\EARTHQUAKE-TURKEY_010528_pre.png,tiles/images\EARTHQUAKE-TURKEY_010528_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010528_class.png
tiles/images\EARTHQUAKE-TURKEY_010573_pre.png,tiles/images\EARTHQUAKE-TURKEY_010573_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010573_class.png
tiles/images\EARTHQUAKE-TURKEY_010579_pre.png,tiles/images\EARTHQUAKE-TURKEY_010579_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010579_class.png
tiles/images\EARTHQUAKE-TURKEY_010664_pre.png,tiles/images\EARTHQUAKE-TURKEY_010664_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010664_class.png
tiles/images\EARTHQUAKE-TURKEY_010729_pre.png,tiles/images\EARTHQUAKE-TURKEY_010729_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010729_class.png
tiles/images\EARTHQUAKE-TURKEY_010735_pre.png,tiles/images\EARTHQUAKE-TURKEY_010735_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010735_class.png
tiles/images\EARTHQUAKE-TURKEY_010867_pre.png,tiles/images\EARTHQUAKE-TURKEY_010867_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010867_class.png
tiles/images\EARTHQUAKE-TURKEY_010904_pre.png,tiles/images\EARTHQUAKE-TURKEY_010904_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010904_class.png
tiles/images\EARTHQUAKE-TURKEY_010927_pre.png,tiles/images\EARTHQUAKE-TURKEY_010927_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_010927_class.png
tiles/images\EARTHQUAKE-TURKEY_011015_pre.png,tiles/images\EARTHQUAKE-TURKEY_011015_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011015_class.png
tiles/images\EARTHQUAKE-TURKEY_011054_pre.png,tiles/images\EARTHQUAKE-TURKEY_011054_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011054_class.png
tiles/images\EARTHQUAKE-TURKEY_011060_pre.png,tiles/images\EARTHQUAKE-TURKEY_011060_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011060_class.png
tiles/images\EARTHQUAKE-TURKEY_011124_pre.png,tiles/images\EARTHQUAKE-TURKEY_011124_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011124_class.png
tiles/images\EARTHQUAKE-TURKEY_011134_pre.png,tiles/images\EARTHQUAKE-TURKEY_011134_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011134_class.png
tiles/images\EARTHQUAKE-TURKEY_011201_pre.png,tiles/images\EARTHQUAKE-TURKEY_011201_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011201_class.png
tiles/images\EARTHQUAKE-TURKEY_011228_pre.png,tiles/images\EARTHQUAKE-TURKEY_011228_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011228_class.png
tiles/images\EARTHQUAKE-TURKEY_011257_pre.png,tiles/images\EARTHQUAKE-TURKEY_011257_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011257_class.png
tiles/images\EARTHQUAKE-TURKEY_011262_pre.png,tiles/images\EARTHQUAKE-TURKEY_011262_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011262_class.png
tiles/images\EARTHQUAKE-TURKEY_011308_pre.png,tiles/images\EARTHQUAKE-TURKEY_011308_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011308_class.png
tiles/images\EARTHQUAKE-TURKEY_011336_pre.png,tiles/images\EARTHQUAKE-TURKEY_011336_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011336_class.png
tiles/images\EARTHQUAKE-TURKEY_011339_pre.png,tiles/images\EARTHQUAKE-TURKEY_011339_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011339_class.png
tiles/images\EARTHQUAKE-TURKEY_011347_pre.png,tiles/images\EARTHQUAKE-TURKEY_011347_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011347_class.png
tiles/images\EARTHQUAKE-TURKEY_011363_pre.png,tiles/images\EARTHQUAKE-TURKEY_011363_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011363_class.png
tiles/images\EARTHQUAKE-TURKEY_011370_pre.png,tiles/images\EARTHQUAKE-TURKEY_011370_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011370_class.png
tiles/images\EARTHQUAKE-TURKEY_011389_pre.png,tiles/images\EARTHQUAKE-TURKEY_011389_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011389_class.png
tiles/images\EARTHQUAKE-TURKEY_011411_pre.png,tiles/images\EARTHQUAKE-TURKEY_011411_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011411_class.png
tiles/images\EARTHQUAKE-TURKEY_011425_pre.png,tiles/images\EARTHQUAKE-TURKEY_011425_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011425_class.png
tiles/images\EARTHQUAKE-TURKEY_011455_pre.png,tiles/images\EARTHQUAKE-TURKEY_011455_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011455_class.png
tiles/images\EARTHQUAKE-TURKEY_011457_pre.png,tiles/images\EARTHQUAKE-TURKEY_011457_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011457_class.png
tiles/images\EARTHQUAKE-TURKEY_011494_pre.png,tiles/images\EARTHQUAKE-TURKEY_011494_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011494_class.png
tiles/images\EARTHQUAKE-TURKEY_011511_pre.png,tiles/images\EARTHQUAKE-TURKEY_011511_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011511_class.png
tiles/images\EARTHQUAKE-TURKEY_011514_pre.png,tiles/images\EARTHQUAKE-TURKEY_011514_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011514_class.png
tiles/images\EARTHQUAKE-TURKEY_011563_pre.png,tiles/images\EARTHQUAKE-TURKEY_011563_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011563_class.png
tiles/images\EARTHQUAKE-TURKEY_011616_pre.png,tiles/images\EARTHQUAKE-TURKEY_011616_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011616_class.png
tiles/images\EARTHQUAKE-TURKEY_011633_pre.png,tiles/images\EARTHQUAKE-TURKEY_011633_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011633_class.png
tiles/images\EARTHQUAKE-TURKEY_011647_pre.png,tiles/images\EARTHQUAKE-TURKEY_011647_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011647_class.png
tiles/images\EARTHQUAKE-TURKEY_011650_pre.png,tiles/images\EARTHQUAKE-TURKEY_011650_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011650_class.png
tiles/images\EARTHQUAKE-TURKEY_011671_pre.png,tiles/images\EARTHQUAKE-TURKEY_011671_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011671_class.png
tiles/images\EARTHQUAKE-TURKEY_011736_pre.png,tiles/images\EARTHQUAKE-TURKEY_011736_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011736_class.png
tiles/images\EARTHQUAKE-TURKEY_011738_pre.png,tiles/images\EARTHQUAKE-TURKEY_011738_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011738_class.png
tiles/images\EARTHQUAKE-TURKEY_011822_pre.png,tiles/images\EARTHQUAKE-TURKEY_011822_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011822_class.png
tiles/images\EARTHQUAKE-TURKEY_011827_pre.png,tiles/images\EARTHQUAKE-TURKEY_011827_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011827_class.png
tiles/images\EARTHQUAKE-TURKEY_011860_pre.png,tiles/images\EARTHQUAKE-TURKEY_011860_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011860_class.png
tiles/images\EARTHQUAKE-TURKEY_011943_pre.png,tiles/images\EARTHQUAKE-TURKEY_011943_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011943_class.png
tiles/images\EARTHQUAKE-TURKEY_011972_pre.png,tiles/images\EARTHQUAKE-TURKEY_011972_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011972_class.png
tiles/images\EARTHQUAKE-TURKEY_011984_pre.png,tiles/images\EARTHQUAKE-TURKEY_011984_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_011984_class.png
tiles/images\EARTHQUAKE-TURKEY_012001_pre.png,tiles/images\EARTHQUAKE-TURKEY_012001_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012001_class.png
tiles/images\EARTHQUAKE-TURKEY_012051_pre.png,tiles/images\EARTHQUAKE-TURKEY_012051_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012051_class.png
tiles/images\EARTHQUAKE-TURKEY_012101_pre.png,tiles/images\EARTHQUAKE-TURKEY_012101_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012101_class.png
tiles/images\EARTHQUAKE-TURKEY_012111_pre.png,tiles/images\EARTHQUAKE-TURKEY_012111_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012111_class.png
tiles/images\EARTHQUAKE-TURKEY_012152_pre.png,tiles/images\EARTHQUAKE-TURKEY_012152_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012152_class.png
tiles/images\EARTHQUAKE-TURKEY_012166_pre.png,tiles/images\EARTHQUAKE-TURKEY_012166_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012166_class.png
tiles/images\EARTHQUAKE-TURKEY_012181_pre.png,tiles/images\EARTHQUAKE-TURKEY_012181_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012181_class.png
tiles/images\EARTHQUAKE-TURKEY_012213_pre.png,tiles/images\EARTHQUAKE-TURKEY_012213_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012213_class.png
tiles/images\EARTHQUAKE-TURKEY_012214_pre.png,tiles/images\EARTHQUAKE-TURKEY_012214_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012214_class.png
tiles/images\EARTHQUAKE-TURKEY_012221_pre.png,tiles/images\EARTHQUAKE-TURKEY_012221_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012221_class.png
tiles/images\EARTHQUAKE-TURKEY_012240_pre.png,tiles/images\EARTHQUAKE-TURKEY_012240_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012240_class.png
tiles/images\EARTHQUAKE-TURKEY_012281_pre.png,tiles/images\EARTHQUAKE-TURKEY_012281_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012281_class.png
tiles/images\EARTHQUAKE-TURKEY_012323_pre.png,tiles/images\EARTHQUAKE-TURKEY_012323_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012323_class.png
tiles/images\EARTHQUAKE-TURKEY_012344_pre.png,tiles/images\EARTHQUAKE-TURKEY_012344_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012344_class.png
tiles/images\EARTHQUAKE-TURKEY_012377_pre.png,tiles/images\EARTHQUAKE-TURKEY_012377_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012377_class.png
tiles/images\EARTHQUAKE-TURKEY_012396_pre.png,tiles/images\EARTHQUAKE-TURKEY_012396_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012396_class.png
tiles/images\EARTHQUAKE-TURKEY_012409_pre.png,tiles/images\EARTHQUAKE-TURKEY_012409_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012409_class.png
tiles/images\EARTHQUAKE-TURKEY_012417_pre.png,tiles/images\EARTHQUAKE-TURKEY_012417_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012417_class.png
tiles/images\EARTHQUAKE-TURKEY_012441_pre.png,tiles/images\EARTHQUAKE-TURKEY_012441_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012441_class.png
tiles/images\EARTHQUAKE-TURKEY_012449_pre.png,tiles/images\EARTHQUAKE-TURKEY_012449_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012449_class.png
tiles/images\EARTHQUAKE-TURKEY_012470_pre.png,tiles/images\EARTHQUAKE-TURKEY_012470_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012470_class.png
tiles/images\EARTHQUAKE-TURKEY_012478_pre.png,tiles/images\EARTHQUAKE-TURKEY_012478_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012478_class.png
tiles/images\EARTHQUAKE-TURKEY_012484_pre.png,tiles/images\EARTHQUAKE-TURKEY_012484_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012484_class.png
tiles/images\EARTHQUAKE-TURKEY_012504_pre.png,tiles/images\EARTHQUAKE-TURKEY_012504_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012504_class.png
tiles/images\EARTHQUAKE-TURKEY_012509_pre.png,tiles/images\EARTHQUAKE-TURKEY_012509_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012509_class.png
tiles/images\EARTHQUAKE-TURKEY_012577_pre.png,tiles/images\EARTHQUAKE-TURKEY_012577_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012577_class.png
tiles/images\EARTHQUAKE-TURKEY_012579_pre.png,tiles/images\EARTHQUAKE-TURKEY_012579_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012579_class.png
tiles/images\EARTHQUAKE-TURKEY_012581_pre.png,tiles/images\EARTHQUAKE-TURKEY_012581_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012581_class.png
tiles/images\EARTHQUAKE-TURKEY_012630_pre.png,tiles/images\EARTHQUAKE-TURKEY_012630_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012630_class.png
tiles/images\EARTHQUAKE-TURKEY_012653_pre.png,tiles/images\EARTHQUAKE-TURKEY_012653_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012653_class.png
tiles/images\EARTHQUAKE-TURKEY_012664_pre.png,tiles/images\EARTHQUAKE-TURKEY_012664_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012664_class.png
tiles/images\EARTHQUAKE-TURKEY_012667_pre.png,tiles/images\EARTHQUAKE-TURKEY_012667_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012667_class.png
tiles/images\EARTHQUAKE-TURKEY_012693_pre.png,tiles/images\EARTHQUAKE-TURKEY_012693_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012693_class.png
tiles/images\EARTHQUAKE-TURKEY_012747_pre.png,tiles/images\EARTHQUAKE-TURKEY_012747_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012747_class.png
tiles/images\EARTHQUAKE-TURKEY_012849_pre.png,tiles/images\EARTHQUAKE-TURKEY_012849_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012849_class.png
tiles/images\EARTHQUAKE-TURKEY_012850_pre.png,tiles/images\EARTHQUAKE-TURKEY_012850_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012850_class.png
tiles/images\EARTHQUAKE-TURKEY_012852_pre.png,tiles/images\EARTHQUAKE-TURKEY_012852_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012852_class.png
tiles/images\EARTHQUAKE-TURKEY_012976_pre.png,tiles/images\EARTHQUAKE-TURKEY_012976_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012976_class.png
tiles/images\EARTHQUAKE-TURKEY_012984_pre.png,tiles/images\EARTHQUAKE-TURKEY_012984_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012984_class.png
tiles/images\EARTHQUAKE-TURKEY_012998_pre.png,tiles/images\EARTHQUAKE-TURKEY_012998_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012998_class.png
tiles/images\EARTHQUAKE-TURKEY_012999_pre.png,tiles/images\EARTHQUAKE-TURKEY_012999_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_012999_class.png
tiles/images\EARTHQUAKE-TURKEY_013018_pre.png,tiles/images\EARTHQUAKE-TURKEY_013018_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013018_class.png
tiles/images\EARTHQUAKE-TURKEY_013025_pre.png,tiles/images\EARTHQUAKE-TURKEY_013025_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013025_class.png
tiles/images\EARTHQUAKE-TURKEY_013052_pre.png,tiles/images\EARTHQUAKE-TURKEY_013052_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013052_class.png
tiles/images\EARTHQUAKE-TURKEY_013131_pre.png,tiles/images\EARTHQUAKE-TURKEY_013131_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013131_class.png
tiles/images\EARTHQUAKE-TURKEY_013172_pre.png,tiles/images\EARTHQUAKE-TURKEY_013172_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013172_class.png
tiles/images\EARTHQUAKE-TURKEY_013178_pre.png,tiles/images\EARTHQUAKE-TURKEY_013178_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013178_class.png
tiles/images\EARTHQUAKE-TURKEY_013212_pre.png,tiles/images\EARTHQUAKE-TURKEY_013212_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013212_class.png
tiles/images\EARTHQUAKE-TURKEY_013215_pre.png,tiles/images\EARTHQUAKE-TURKEY_013215_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013215_class.png
tiles/images\EARTHQUAKE-TURKEY_013224_pre.png,tiles/images\EARTHQUAKE-TURKEY_013224_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013224_class.png
tiles/images\EARTHQUAKE-TURKEY_013272_pre.png,tiles/images\EARTHQUAKE-TURKEY_013272_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013272_class.png
tiles/images\EARTHQUAKE-TURKEY_013274_pre.png,tiles/images\EARTHQUAKE-TURKEY_013274_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013274_class.png
tiles/images\EARTHQUAKE-TURKEY_013333_pre.png,tiles/images\EARTHQUAKE-TURKEY_013333_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013333_class.png
tiles/images\EARTHQUAKE-TURKEY_013348_pre.png,tiles/images\EARTHQUAKE-TURKEY_013348_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013348_class.png
tiles/images\EARTHQUAKE-TURKEY_013356_pre.png,tiles/images\EARTHQUAKE-TURKEY_013356_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013356_class.png
tiles/images\EARTHQUAKE-TURKEY_013427_pre.png,tiles/images\EARTHQUAKE-TURKEY_013427_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013427_class.png
tiles/images\EARTHQUAKE-TURKEY_013452_pre.png,tiles/images\EARTHQUAKE-TURKEY_013452_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013452_class.png
tiles/images\EARTHQUAKE-TURKEY_013503_pre.png,tiles/images\EARTHQUAKE-TURKEY_013503_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013503_class.png
tiles/images\EARTHQUAKE-TURKEY_013517_pre.png,tiles/images\EARTHQUAKE-TURKEY_013517_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013517_class.png
tiles/images\EARTHQUAKE-TURKEY_013535_pre.png,tiles/images\EARTHQUAKE-TURKEY_013535_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013535_class.png
tiles/images\EARTHQUAKE-TURKEY_013579_pre.png,tiles/images\EARTHQUAKE-TURKEY_013579_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013579_class.png
tiles/images\EARTHQUAKE-TURKEY_013598_pre.png,tiles/images\EARTHQUAKE-TURKEY_013598_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013598_class.png
tiles/images\EARTHQUAKE-TURKEY_013672_pre.png,tiles/images\EARTHQUAKE-TURKEY_013672_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013672_class.png
tiles/images\EARTHQUAKE-TURKEY_013683_pre.png,tiles/images\EARTHQUAKE-TURKEY_013683_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013683_class.png
tiles/images\EARTHQUAKE-TURKEY_013718_pre.png,tiles/images\EARTHQUAKE-TURKEY_013718_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013718_class.png
tiles/images\EARTHQUAKE-TURKEY_013765_pre.png,tiles/images\EARTHQUAKE-TURKEY_013765_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013765_class.png
tiles/images\EARTHQUAKE-TURKEY_013768_pre.png,tiles/images\EARTHQUAKE-TURKEY_013768_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013768_class.png
tiles/images\EARTHQUAKE-TURKEY_013777_pre.png,tiles/images\EARTHQUAKE-TURKEY_013777_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013777_class.png
tiles/images\EARTHQUAKE-TURKEY_013807_pre.png,tiles/images\EARTHQUAKE-TURKEY_013807_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013807_class.png
tiles/images\EARTHQUAKE-TURKEY_013811_pre.png,tiles/images\EARTHQUAKE-TURKEY_013811_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013811_class.png
tiles/images\EARTHQUAKE-TURKEY_013860_pre.png,tiles/images\EARTHQUAKE-TURKEY_013860_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013860_class.png
tiles/images\EARTHQUAKE-TURKEY_013882_pre.png,tiles/images\EARTHQUAKE-TURKEY_013882_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013882_class.png
tiles/images\EARTHQUAKE-TURKEY_013885_pre.png,tiles/images\EARTHQUAKE-TURKEY_013885_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013885_class.png
tiles/images\EARTHQUAKE-TURKEY_013927_pre.png,tiles/images\EARTHQUAKE-TURKEY_013927_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_013927_class.png
